group,GX,GY,GZ,AX,AY,AZ
screwdriver,3.72,-335.88,18.37,0.59,-0.79,0.18
handdriver,10.68,-202.7,8.3,-0.58,0.04,0.87
handdriver,-9.95,11.17,2.44,-0.74,-0.12,0.66
handdriver,-18.01,65.98,-1.89,-0.23,-0.06,0.78
screwdriver,4.09,-5.86,9.89,0.49,-0.69,0.25
screwdriver,-37.72,57.07,33.26,-0.73,-0.95,0.46
screwdriver,138.31,-287.72,-8.18,0.47,-0.52,0.32
handdriver,-16.97,36.8,-2.01,-0.4,-0.08,0.75
screwdriver,17.03,23.13,17.4,-0.32,-0.85,0.51
handdriver,3.78,-17.27,4.76,-0.47,-0.02,0.8
handdriver,-6.41,-19.47,1.71,-1.44,-0.2,0.37
screwdriver,23.25,-22.95,-0.79,0.61,-0.29,0.61
handdriver,-1.46,-19.96,12.88,-0.53,0.05,0.92
handdriver,12.88,-50.35,7.2,-0.66,-0.22,0.9
handdriver,-19.17,-67.99,-10.99,-0.51,-0.21,0.87
handdriver,16.3,-185.61,2.26,-1.31,-0.05,0.55
handdriver,-11.9,-99.98,-9.64,-0.4,-0.1,0.74
screwdriver,-84.78,643.31,29.72,0.74,-0.84,0.08
screwdriver,28.69,-333.07,-4.7,-0.56,-0.82,0.63
handdriver,-46.08,505.0,19.23,-1.23,-0.3,0.17
handdriver,-32.65,20.26,-13.06,-0.29,-0.25,0.92
screwdriver,10.38,9.46,7.08,0.45,-0.81,0.54
screwdriver,70.92,-601.56,0.98,-0.1,-0.99,-0.17
handdriver,6.84,48.4,0.61,-0.5,-0.09,0.83
handdriver,46.2,-370.48,2.32,-0.8,-0.06,0.47
screwdriver,-44.74,70.37,-75.56,1.7,-1.03,1.51
handdriver,-18.49,47.85,10.62,-0.28,-0.01,0.88
screwdriver,-60.36,362.18,-43.4,0.65,-0.64,0.85
handdriver,-30.27,148.99,-16.11,-0.41,-0.01,0.83
screwdriver,-30.15,122.38,16.78,0.52,-0.72,0.35
screwdriver,-5.62,-13.61,39.12,0.57,-1.0,0.24
handdriver,52.55,-322.69,7.26,-0.74,-0.06,0.76
handdriver,13.79,-30.46,-2.08,-0.25,-0.04,0.83
handdriver,-32.53,479.37,20.94,-1.08,-0.22,0.25
handdriver,-16.6,408.51,31.68,-0.68,-0.23,0.54
screwdriver,-18.55,62.19,-5.31,0.6,-0.8,0.29
screwdriver,0.49,-0.37,2.62,0.27,-0.76,0.63
handdriver,17.64,-258.97,11.54,-0.82,-0.05,0.74
handdriver,25.76,-172.36,17.82,-0.61,-0.09,0.84
screwdriver,5.55,-58.96,69.89,-0.42,-1.24,0.38
screwdriver,18.62,-77.39,-5.62,0.3,-0.7,0.61
handdriver,-3.36,-87.34,-2.75,-0.48,-0.14,0.82
handdriver,0.24,-129.15,-15.08,-0.42,-0.0,0.66
screwdriver,-81.05,367.55,-55.66,0.79,-0.74,0.8
handdriver,26.43,-237.61,-16.05,-1.4,-0.22,0.17
handdriver,5.8,-50.23,8.0,-0.69,0.01,0.82
handdriver,12.08,-49.19,10.19,-0.7,-0.02,0.9
handdriver,-17.33,84.66,1.1,-0.31,0.0,0.8
screwdriver,7.87,-92.71,16.91,0.5,-0.64,0.42
screwdriver,12.15,-112.37,15.69,0.33,-0.75,0.32
handdriver,-4.21,-7.32,3.97,-0.46,-0.09,0.79
handdriver,-30.27,36.56,-0.92,-0.44,-0.18,0.8
handdriver,0.43,-43.03,15.99,-0.12,-0.16,1.08
handdriver,29.72,-100.95,16.3,-0.31,0.07,0.88
handdriver,3.85,-89.97,-14.65,-1.21,-0.2,0.63
screwdriver,-2.08,-66.65,21.48,0.43,-0.9,0.37
screwdriver,-0.31,144.9,-48.16,-0.29,-0.88,1.13
handdriver,1.95,-74.4,-5.8,-1.04,-0.09,0.51
screwdriver,25.27,-175.05,14.65,0.47,-0.47,0.65
handdriver,-31.43,321.96,0.55,-0.75,-0.13,0.49
screwdriver,-19.71,154.05,8.12,0.99,-0.47,0.63
screwdriver,17.76,-20.32,22.89,0.3,-0.75,0.33
handdriver,-3.3,-62.74,-4.21,-0.31,-0.0,0.8
handdriver,-4.46,81.05,10.19,-1.74,-0.22,0.23
handdriver,23.13,-217.9,12.45,-1.65,-0.01,0.02
handdriver,4.82,-17.09,-5.49,-0.39,-0.07,0.77
screwdriver,-30.88,99.3,1.83,0.75,-0.76,0.33
handdriver,9.83,-28.75,2.5,-0.64,-0.05,0.77
screwdriver,-119.51,537.96,-92.04,2.18,-0.62,0.87
handdriver,-11.05,175.05,-4.82,-0.32,-0.13,0.81
handdriver,17.09,-222.11,-7.2,-0.47,-0.04,0.93
handdriver,27.47,-92.35,14.89,0.15,-0.25,1.18
screwdriver,62.26,-373.54,-11.54,0.96,-0.91,0.16
handdriver,-0.73,-7.93,5.92,-0.57,-0.41,0.88
handdriver,4.39,-17.88,10.38,-0.62,-0.02,0.99
handdriver,27.89,-379.09,-2.32,-0.29,-0.03,0.8
screwdriver,-97.72,435.18,-93.14,2.41,-0.95,0.81
screwdriver,-4.64,148.32,-24.6,0.48,-0.81,0.4
screwdriver,-10.56,-468.87,-6.84,0.48,-0.86,-0.1
screwdriver,-5.31,-2.99,14.34,0.63,-0.49,0.64
screwdriver,3.78,-0.79,3.72,0.41,-0.79,0.48
handdriver,-1.16,-8.42,7.14,-0.74,-0.11,0.8
screwdriver,13.49,-166.75,30.27,-0.27,-1.04,0.59
handdriver,10.25,-25.02,9.52,-0.53,-0.06,0.93
screwdriver,7.81,-78.67,14.4,0.26,-0.66,1.01
screwdriver,-45.65,140.32,-29.42,0.97,-0.79,0.83
handdriver,-21.91,99.24,1.83,-1.12,-0.16,0.49
screwdriver,82.82,-46.75,31.62,0.24,-0.5,0.21
screwdriver,9.52,-1.22,3.91,0.36,-0.82,0.68
handdriver,5.13,5.86,2.14,-0.62,-0.08,0.82
handdriver,22.4,-161.5,7.2,-1.3,-0.01,0.63
handdriver,-7.45,124.82,6.23,-0.78,-0.17,0.8
handdriver,-5.98,332.03,7.45,-1.24,-0.11,0.11
screwdriver,-6.71,-17.58,14.83,0.4,-0.44,0.68
screwdriver,-1.34,-252.56,35.28,-0.05,-0.73,0.92
handdriver,17.88,-306.34,9.46,-0.71,-0.12,0.71
handdriver,-31.56,150.39,11.96,-0.58,-0.37,0.85
handdriver,5.37,-113.04,9.34,-0.59,-0.05,0.74
screwdriver,-0.61,-20.87,7.81,0.27,-0.84,0.71
handdriver,13.49,-126.59,0.55,-0.54,-0.15,0.65
handdriver,-27.65,88.56,2.5,-0.55,-0.08,0.79
handdriver,5.86,-24.6,3.23,-0.62,-0.11,0.88
handdriver,3.3,-21.24,9.28,-0.72,-0.14,0.76
screwdriver,17.03,-115.42,39.55,0.67,-0.53,0.37
handdriver,32.23,-488.22,-23.74,-0.44,-0.02,0.62
handdriver,-21.0,174.87,-5.62,-0.93,-0.2,0.61
screwdriver,-4.64,33.81,0.43,0.56,-0.78,0.76
screwdriver,-74.22,240.48,-10.38,0.52,-0.79,0.62
handdriver,22.52,-218.44,-8.61,-0.61,-0.07,0.74
screwdriver,19.65,-270.32,-10.62,-0.15,-0.94,0.62
screwdriver,-15.44,62.32,20.32,0.03,-0.58,0.32
screwdriver,24.17,-513.67,-32.9,0.14,-0.83,0.1
screwdriver,-8.54,26.73,17.76,0.82,-0.71,0.35
screwdriver,31.74,-10.19,5.13,0.47,-0.75,0.42
handdriver,-19.47,74.46,-7.26,-0.42,-0.03,0.85
screwdriver,-34.0,74.46,-48.58,0.92,-0.63,0.64
handdriver,-42.54,307.19,7.32,-0.61,-0.2,0.67
screwdriver,15.44,-251.95,-6.35,0.71,-0.84,0.15
screwdriver,-123.6,507.39,-89.36,2.03,-0.52,0.86
screwdriver,-2.5,-8.12,6.53,0.34,-0.78,0.62
screwdriver,66.35,-99.37,26.43,0.33,-0.4,0.67
handdriver,35.89,-104.37,-0.37,-0.82,-0.04,0.81
handdriver,-12.45,3.91,6.35,-0.4,-0.09,0.82
screwdriver,-0.24,-151.86,-2.32,0.68,-0.73,0.25
screwdriver,-132.39,389.59,6.53,0.27,-1.35,0.17
screwdriver,-27.34,16.78,-29.91,1.17,-0.79,0.49
handdriver,16.78,-113.77,18.43,-1.03,-0.1,0.83
screwdriver,56.15,-387.08,2.99,0.23,-0.61,0.63
screwdriver,8.61,-14.65,3.72,0.8,-0.74,0.4
handdriver,-20.08,191.47,17.82,0.17,-0.17,0.94
screwdriver,-11.72,-31.25,34.55,0.46,-0.99,0.2
handdriver,15.26,-80.32,2.5,-0.53,-0.19,0.97
screwdriver,-102.84,532.96,-92.35,0.72,-0.64,0.5
handdriver,-27.28,-170.35,7.57,-0.83,-0.09,0.87
screwdriver,-19.65,164.25,-53.34,0.23,-0.8,1.13
screwdriver,1.59,17.94,-13.55,0.57,-0.71,0.62
handdriver,-14.65,6.16,-0.49,-0.49,-0.16,0.89
screwdriver,36.44,-112.06,-16.11,0.28,-0.84,0.26
screwdriver,-12.51,158.33,0.85,0.12,-0.61,0.43
handdriver,17.03,-85.02,13.67,-0.46,-0.06,0.92
handdriver,-42.3,198.12,0.06,-1.66,-0.22,0.53
screwdriver,-3.42,-12.7,8.36,0.54,-0.7,0.36
handdriver,-31.8,245.06,-2.56,-0.79,-0.14,0.77
handdriver,9.46,-0.61,6.59,-0.72,-0.15,0.77
handdriver,21.18,-145.87,7.32,-0.28,-0.04,0.86
handdriver,29.91,-184.14,4.03,-1.21,-0.11,0.14
screwdriver,-17.27,53.89,26.31,-0.04,-0.9,0.47
screwdriver,74.58,-162.54,-43.09,0.83,-0.57,0.36
handdriver,23.56,-158.57,0.18,-0.55,-0.18,0.99
screwdriver,-6.53,26.86,0.12,-0.23,-0.74,0.42
handdriver,-20.02,146.36,-3.78,-2.32,-0.37,0.06
handdriver,-24.29,20.51,-1.04,-0.86,-0.14,0.56
screwdriver,-18.49,107.3,50.66,0.36,-0.8,0.56
screwdriver,-3.23,0.85,3.66,0.44,-0.77,0.55
handdriver,2.32,31.8,2.62,-0.55,-0.06,0.8
handdriver,3.54,-125.37,-13.43,-0.43,-0.14,0.82
screwdriver,-21.48,-11.17,20.39,0.52,-0.25,0.66
handdriver,26.49,-100.52,12.33,-0.5,0.0,0.91
handdriver,22.28,-42.97,11.6,-1.04,-0.11,0.43
handdriver,1.71,-17.7,5.43,-0.73,-0.09,0.73
screwdriver,21.73,-163.39,18.19,0.68,-0.46,0.65
screwdriver,55.66,-163.51,1.95,0.3,-0.85,0.36
handdriver,3.42,-3.54,9.03,-0.49,-0.15,0.99
handdriver,-21.85,11.9,2.32,-0.64,-0.1,0.76
handdriver,7.14,-22.52,7.26,-0.74,-0.12,0.76
handdriver,-11.29,-96.86,2.26,-1.15,-0.05,0.5
handdriver,39.18,17.09,19.53,-2.12,-0.06,-0.15
screwdriver,-7.81,9.7,11.23,0.6,-0.56,0.46
screwdriver,-33.26,60.79,19.35,-0.01,-0.88,0.18
screwdriver,0.55,-169.86,21.24,-0.65,-0.87,0.08
screwdriver,25.7,-93.44,39.86,0.37,-0.35,0.76
screwdriver,9.16,-27.89,-3.48,0.16,-0.6,0.87
handdriver,-3.48,207.95,20.45,-0.84,-0.23,0.78
handdriver,-17.21,40.59,6.65,-0.24,-0.03,1.08
screwdriver,-5.74,17.03,25.45,0.63,-0.69,0.35
screwdriver,0.12,-37.84,19.29,0.41,-0.42,0.6
screwdriver,44.62,-144.35,14.1,0.63,-0.5,0.66
screwdriver,-43.64,436.4,-16.78,0.18,-0.71,1.03
screwdriver,-15.44,-33.02,36.5,0.61,-0.27,0.67
handdriver,-23.93,496.7,7.69,-0.71,-0.15,0.33
screwdriver,6.53,79.96,-13.31,-0.4,-0.77,0.82
screwdriver,-12.7,-84.66,16.54,0.36,-0.72,0.35
handdriver,-5.62,-22.52,4.88,-0.57,-0.16,0.88
screwdriver,20.75,-8.61,-5.98,0.1,-0.62,0.87
screwdriver,46.26,-375.49,8.36,0.3,-0.63,0.48
screwdriver,-3.6,5.86,-15.32,-0.08,-0.89,0.56
handdriver,-23.68,22.16,-19.71,-0.37,-0.13,0.76
screwdriver,-5.25,-14.77,5.49,0.36,-0.74,0.93
handdriver,10.68,-213.13,4.64,-1.76,-0.15,0.07
screwdriver,-76.84,578.67,-19.17,1.23,-0.63,1.01
screwdriver,11.9,-198.91,24.17,0.01,-0.72,0.97
screwdriver,-5.98,-68.12,26.43,0.44,-0.64,0.39
handdriver,2.14,-12.76,4.76,-0.56,-0.18,0.93
screwdriver,-4.94,-210.02,20.69,0.25,-0.83,0.41
screwdriver,17.94,-250.92,-6.84,-0.25,-0.91,0.58
handdriver,-14.65,-50.78,18.74,-0.17,-0.05,0.92
handdriver,-12.45,-3.36,3.85,-0.77,-0.19,0.73
screwdriver,-84.41,512.7,-10.5,-0.2,-1.04,0.21
handdriver,22.46,-253.42,7.45,-0.35,-0.03,0.82
screwdriver,-11.35,67.63,20.75,0.61,-0.83,0.52
handdriver,24.05,-141.97,1.65,-0.92,-0.05,0.49
screwdriver,58.11,-194.27,-31.43,0.51,-0.78,0.13
handdriver,4.52,-82.89,7.57,0.04,-0.23,1.08
handdriver,-51.39,182.68,11.96,-0.71,-0.28,0.5
handdriver,27.28,-222.23,-9.03,-1.0,-0.11,0.59
screwdriver,-11.9,15.2,1.65,0.52,-0.75,0.57
handdriver,-11.41,11.05,5.86,-0.48,-0.25,0.93
screwdriver,18.07,302.8,-19.9,-0.51,-0.64,0.43
handdriver,18.49,12.02,-1.65,-0.68,-0.05,0.66
handdriver,-19.84,274.66,11.72,-0.99,-0.22,0.46
screwdriver,-43.58,-279.05,13.24,0.19,-0.84,0.44
handdriver,20.94,-102.05,1.16,-0.84,-0.09,0.68
handdriver,36.19,12.21,16.91,-0.59,-0.23,1.12
handdriver,2.81,-83.13,-18.37,-0.23,-0.13,0.92
screwdriver,-16.6,-83.62,47.67,-0.51,-0.82,0.26
screwdriver,39.06,68.3,30.4,-1.32,-1.58,0.16
screwdriver,34.79,-111.88,18.01,0.63,-0.61,0.54
screwdriver,-60.06,119.69,-44.43,1.11,-1.08,0.88
screwdriver,-28.87,477.42,6.53,0.33,-0.33,0.58
screwdriver,57.43,-26.25,2.87,0.63,-0.81,0.2
screwdriver,48.16,-117.86,24.84,0.24,-0.68,0.57
handdriver,-19.04,145.75,1.46,-0.24,-0.07,0.88
screwdriver,-163.76,478.45,23.25,2.78,-0.76,-0.36
handdriver,32.1,-181.03,4.15,-1.02,-0.02,0.46
screwdriver,-5.98,-202.45,9.7,0.21,-0.78,0.19
screwdriver,-18.92,273.19,-17.21,0.33,-1.08,0.29
handdriver,8.0,-33.33,9.58,-0.58,-0.18,0.92
handdriver,7.26,-126.46,-4.58,-0.66,0.01,0.78
handdriver,-34.0,536.44,25.02,-1.11,-0.33,0.53
handdriver,2.5,-16.78,4.03,-0.39,-0.16,0.91
screwdriver,-49.8,-9.95,68.97,-0.12,-1.05,0.39
screwdriver,17.52,-105.1,-59.33,0.78,-0.6,0.64
handdriver,5.0,65.31,22.34,-1.52,-0.33,0.52
handdriver,17.7,-45.9,11.9,-0.17,-0.19,1.05
handdriver,-21.06,12.39,0.49,-0.7,-0.02,0.83
screwdriver,21.79,525.63,-39.0,-1.72,-1.11,0.09
handdriver,-26.98,342.9,18.49,-1.06,-0.19,0.36
screwdriver,1.65,-14.77,9.22,0.61,-0.68,0.43
handdriver,19.47,-212.65,-2.26,-0.57,0.04,0.74
handdriver,-8.36,33.14,-2.56,-0.89,-0.23,0.54
screwdriver,-182.25,659.36,-36.32,2.0,-0.29,-0.03
handdriver,11.47,-74.28,10.13,-0.67,-0.06,0.75
screwdriver,-4.7,60.24,9.4,-0.03,-0.6,0.45
handdriver,-9.46,1.1,-1.1,-0.21,-0.18,0.93
screwdriver,-17.76,190.06,9.4,-0.7,-1.1,0.33
handdriver,10.25,-103.52,-4.03,-0.42,0.12,0.76
handdriver,-26.98,171.51,2.01,-0.54,-0.21,0.72
screwdriver,16.3,-148.13,-3.78,0.66,-0.88,0.14
handdriver,7.2,-55.6,-10.01,-0.68,-0.42,0.89
screwdriver,-32.23,51.57,-2.14,0.6,-1.02,0.46
handdriver,9.52,-134.52,-1.65,-0.43,-0.04,0.77
handdriver,-3.48,134.58,17.64,-1.64,-0.26,0.41
screwdriver,-13.85,-100.1,13.43,0.34,-0.63,1.07
screwdriver,65.73,-46.2,22.58,-0.11,-0.62,0.49
handdriver,8.54,-26.37,13.12,-0.44,-0.21,1.05
handdriver,-26.79,20.26,-18.37,-0.62,-0.26,0.95
handdriver,1.16,-56.82,-0.43,-0.57,-0.13,0.96
screwdriver,-22.16,8.67,26.12,0.05,-0.9,0.5
handdriver,12.51,14.34,14.59,-1.34,-0.04,0.26
handdriver,-17.27,172.97,14.4,-0.28,-0.04,0.83
screwdriver,14.83,-15.56,4.76,0.38,-0.8,0.59
screwdriver,-35.95,469.54,-21.18,0.38,-0.82,0.89
handdriver,-17.15,184.14,15.01,-0.08,-0.1,0.83
handdriver,17.94,-233.64,-9.83,-0.8,-0.1,0.57
handdriver,-33.02,245.24,18.37,-0.94,0.01,0.56
handdriver,-18.62,45.29,-12.27,-0.18,-0.15,1.01
handdriver,3.66,-15.81,7.02,-0.44,-0.16,0.92
screwdriver,-10.8,-27.71,18.62,0.4,-0.61,0.74
handdriver,45.9,-260.68,14.77,-0.16,-0.02,0.97
handdriver,-1.04,-52.43,12.76,-0.96,-0.08,0.63
screwdriver,48.83,-90.82,-12.82,0.6,-0.77,0.06
handdriver,-19.9,562.13,28.14,-0.31,-0.26,0.18
screwdriver,-4.58,-21.67,19.35,0.6,-0.5,0.63
handdriver,-24.78,175.23,16.72,-0.23,-0.28,0.87
screwdriver,17.82,-51.51,23.32,0.22,-0.75,0.43
handdriver,-11.29,-41.32,-3.17,-0.36,-0.0,0.67
handdriver,24.23,-292.72,-8.12,-0.55,-0.14,0.73
screwdriver,34.97,-121.15,17.94,0.54,-0.75,0.58
handdriver,-9.77,-19.96,-8.0,-0.13,-0.13,0.94
screwdriver,80.38,-93.02,-8.91,0.52,-0.73,0.01
handdriver,11.96,-17.58,11.9,-0.62,-0.2,0.92
screwdriver,0.92,-206.36,-4.46,-0.39,-1.01,0.77
handdriver,22.64,-383.61,4.09,-0.77,-0.03,0.55
screwdriver,46.08,-393.74,8.85,0.5,-0.49,0.59
handdriver,18.13,-146.91,1.89,-0.92,0.01,0.65
handdriver,-1.22,-11.23,0.24,-0.44,-0.09,0.85
handdriver,8.54,-121.09,7.39,-0.21,-0.07,1.01
screwdriver,-30.15,-131.29,26.61,0.41,-0.88,0.07
screwdriver,-13.37,-36.5,22.71,0.39,-0.72,0.09
screwdriver,46.69,-133.48,-17.7,0.66,-0.82,0.09
handdriver,-15.5,-211.79,-18.07,-0.27,-0.15,0.47
handdriver,3.78,-34.79,9.28,-0.72,-0.13,0.88
handdriver,-5.98,6.35,-5.86,-0.29,-0.18,0.93
screwdriver,68.54,-138.31,-2.62,0.34,-0.69,0.11
handdriver,-41.02,114.44,5.68,-0.27,-0.29,0.98
screwdriver,20.75,-54.69,34.55,0.13,-0.67,0.74
handdriver,16.72,-99.61,6.41,-0.34,0.02,0.88
handdriver,8.61,-299.38,-4.64,-1.29,-0.09,0.04
screwdriver,-30.03,-1.53,54.87,0.21,-0.78,0.49
screwdriver,9.58,-6.96,-19.84,0.74,-0.75,0.52
screwdriver,-21.36,8.06,23.56,0.26,-0.79,0.64
screwdriver,-7.02,-60.49,6.65,-0.19,-0.64,0.79
handdriver,-28.02,4.33,-18.74,-0.45,-0.33,1.02
screwdriver,134.83,-156.19,38.51,0.7,-0.44,0.19
handdriver,-14.83,-16.11,5.98,-0.69,-0.04,0.78
handdriver,-13.37,11.9,0.0,-0.5,-0.16,0.88
handdriver,-6.77,-1.22,2.69,-0.39,-0.24,0.96
screwdriver,7.26,-238.53,27.47,-0.04,-0.81,0.63
handdriver,6.59,-309.08,-20.63,-0.63,-0.15,0.75
handdriver,-7.08,-27.28,0.43,-0.71,-0.11,0.73
handdriver,-6.59,-14.04,1.83,-0.73,-0.11,0.76
handdriver,-18.31,32.35,-8.85,-0.51,-0.17,0.86
handdriver,7.08,1.65,-2.69,-0.54,-0.16,0.84
handdriver,41.02,-318.6,-29.48,-1.11,-0.24,-0.18
screwdriver,-6.71,-37.78,21.48,0.68,-0.58,0.35
screwdriver,-2.62,67.14,22.83,0.21,-0.88,0.46
handdriver,5.13,-33.57,10.5,-0.86,-0.11,0.81
screwdriver,8.73,-31.25,8.06,0.35,-0.76,0.49
screwdriver,29.79,-188.72,20.94,0.54,-0.51,0.58
handdriver,9.46,-261.84,-7.51,-0.87,-0.12,0.55
handdriver,15.14,-23.8,14.65,-0.58,-0.17,0.92
handdriver,-22.4,554.93,8.73,-0.62,-0.13,0.39
screwdriver,-8.42,164.73,-9.46,-0.38,-0.6,0.66
handdriver,2.87,7.02,2.08,-0.6,-0.06,0.83
handdriver,19.41,-21.67,5.49,-0.79,-0.17,0.9
handdriver,-0.37,109.56,13.37,-0.47,-0.08,0.85
screwdriver,-76.23,238.71,7.93,0.21,-0.91,-0.07
handdriver,-7.08,-19.41,-1.65,-0.36,-0.19,1.03
handdriver,-17.58,9.89,11.72,-0.87,-0.08,0.69
screwdriver,-9.58,29.17,-10.99,0.5,-0.72,0.2
handdriver,-32.35,57.31,-3.6,-0.54,-0.16,0.84
handdriver,16.17,-47.42,0.79,-0.39,-0.06,1.0
screwdriver,-59.69,337.04,-61.89,1.06,-0.72,0.91
handdriver,-14.77,67.26,3.91,-0.78,-0.11,0.86
handdriver,39.79,-242.49,8.3,-1.16,-0.1,0.43
handdriver,-1.77,-55.54,3.3,0.14,-0.25,1.08
screwdriver,-24.35,11.05,-20.45,1.74,-0.97,0.65
screwdriver,-24.72,117.61,6.29,0.82,-0.54,0.69
handdriver,4.27,-101.93,7.63,-0.07,-0.25,1.02
screwdriver,46.75,-78.31,7.02,0.64,-0.8,0.49
screwdriver,-0.06,2.69,1.95,0.14,-0.89,0.47
handdriver,-15.56,69.64,9.77,-0.38,-0.13,0.86
screwdriver,-35.22,-112.0,38.15,0.0,-0.81,0.29
handdriver,-2.14,4.39,12.45,-0.75,-0.45,0.9
handdriver,-17.03,153.56,-7.2,-0.49,-0.13,0.88
screwdriver,-0.37,20.57,-15.32,-0.42,-0.73,0.66
screwdriver,6.59,-114.75,38.21,-0.25,-1.02,0.42
screwdriver,49.26,-157.35,7.26,0.55,-0.82,0.24
handdriver,12.08,-19.84,11.84,-0.65,-0.13,0.98
screwdriver,42.18,-139.53,18.98,0.78,-0.79,0.36
handdriver,2.93,109.92,16.3,-0.37,-0.06,0.95
screwdriver,42.85,-384.64,32.9,0.29,-0.84,0.31
handdriver,14.89,11.41,1.95,-0.39,-0.03,0.92
screwdriver,-20.81,112.79,-8.85,0.53,-0.4,0.65
handdriver,39.25,-136.6,18.37,-0.77,-0.11,0.74
handdriver,19.65,-134.34,9.89,-0.92,0.0,0.72
screwdriver,-41.02,-130.31,55.91,-0.27,-0.8,0.43
handdriver,-1.65,12.15,4.7,-0.43,-0.21,0.96
handdriver,13.92,-6.04,8.97,-1.58,-0.18,0.3
screwdriver,1.77,-17.4,11.05,0.38,-0.79,0.45
handdriver,-10.74,19.53,1.34,-0.61,-0.24,0.88
handdriver,6.35,-59.02,14.95,-0.42,-0.13,0.82
handdriver,18.13,-95.58,18.07,-0.54,-0.06,0.85
handdriver,-5.86,51.39,-1.95,-0.23,-0.09,0.9
screwdriver,14.16,-81.54,-15.44,0.81,-0.83,0.18
screwdriver,-6.29,10.31,27.22,0.48,-0.71,0.34
handdriver,2.81,-172.73,-3.11,-0.72,-0.06,0.82
handdriver,-2.69,-32.9,3.97,-0.76,-0.21,0.85
handdriver,-60.3,655.76,89.6,0.5,-0.15,0.46
screwdriver,2.26,-84.96,22.22,0.59,-0.45,0.52
handdriver,-31.31,390.26,7.14,-0.52,-0.27,0.39
handdriver,-20.02,155.09,4.82,-0.73,-0.04,0.64
handdriver,-19.59,32.84,-3.23,-0.46,-0.16,0.9
handdriver,14.59,-36.25,14.71,-0.63,-0.1,0.9
handdriver,-15.75,87.65,4.33,-0.27,-0.13,0.79
handdriver,-14.53,67.08,10.86,-0.46,-0.06,0.79
handdriver,-4.7,-2.69,3.85,-0.48,-0.16,0.91
screwdriver,39.12,-220.09,32.84,0.61,-0.47,0.73
handdriver,-13.92,120.3,19.47,-0.32,-0.03,0.75
handdriver,-16.66,24.6,0.85,-0.73,-0.15,0.78
handdriver,0.31,438.42,8.85,-1.02,-0.1,0.11
screwdriver,52.98,-77.58,26.25,0.37,-0.78,0.37
handdriver,0.43,4.52,-1.46,-0.43,-0.01,0.82
screwdriver,-28.38,190.55,24.05,0.24,-0.7,0.06
handdriver,-0.12,16.24,-1.4,-0.33,-0.04,0.87
handdriver,21.0,-102.97,13.43,-1.15,-0.16,0.62
screwdriver,23.25,-27.22,26.55,0.29,-0.74,0.66
screwdriver,-11.72,12.51,-7.2,0.88,-0.48,0.81
handdriver,5.07,-131.41,-6.16,-0.28,-0.05,0.74
handdriver,28.5,-50.42,14.04,-1.08,-0.04,0.51
handdriver,-12.15,6.53,-0.73,-0.5,0.06,0.76
handdriver,28.63,-283.2,-0.24,-0.34,-0.02,0.86
handdriver,-1.65,64.51,-2.01,-0.31,-0.17,0.97
screwdriver,77.03,-39.79,14.22,0.46,-0.81,0.56
screwdriver,10.5,-128.66,20.08,0.31,-0.62,1.06
screwdriver,51.82,-19.41,48.71,0.34,-0.73,0.45
handdriver,59.27,-140.69,23.5,-0.33,-0.1,0.97
handdriver,-1.16,-24.17,4.94,-0.55,-0.07,0.92
screwdriver,29.36,-61.16,-1.65,0.55,-0.88,0.39
screwdriver,-8.48,90.64,6.71,-0.14,-0.63,0.61
handdriver,-21.79,412.78,7.87,-0.95,-0.13,0.48
screwdriver,26.55,-70.74,64.03,0.55,-0.43,0.88
handdriver,-30.94,41.81,8.42,-0.68,-0.11,0.85
handdriver,2.81,-149.17,-1.1,-0.7,-0.05,0.52
screwdriver,44.68,-172.42,40.71,0.75,-0.74,0.22
handdriver,-13.43,23.07,6.84,-0.55,-0.17,0.87
handdriver,17.82,-168.46,17.03,-0.79,-0.12,0.88
handdriver,2.32,-41.87,-1.1,-0.37,0.02,0.69
screwdriver,-11.84,-32.59,13.24,0.33,-0.66,0.56
handdriver,-28.75,346.07,-13.12,-1.35,-0.17,0.04
screwdriver,-48.16,498.11,-10.93,0.91,-0.8,0.72
handdriver,-18.43,403.87,2.38,-0.04,-0.21,0.57
screwdriver,2.44,4.15,21.91,0.44,-0.78,0.16
screwdriver,46.63,-162.05,37.84,0.67,-0.68,0.52
screwdriver,0.55,-73.79,3.48,0.4,-0.48,0.57
screwdriver,-24.17,134.83,26.25,0.75,-0.77,0.35
screwdriver,31.43,-117.49,-31.43,0.69,-0.69,0.0
screwdriver,-38.27,213.62,-11.9,0.62,-0.6,0.15
handdriver,-19.29,36.68,-1.95,-0.57,-0.21,0.92
handdriver,-4.27,4.7,18.98,-0.83,-0.08,0.73
screwdriver,-1.22,-36.07,-16.24,0.34,-0.63,0.42
screwdriver,14.1,-72.02,6.53,0.63,-0.66,0.18
handdriver,-22.4,250.31,17.09,-0.44,-0.09,0.82
screwdriver,4.82,-178.22,15.08,0.55,-0.48,0.51
handdriver,-21.48,226.01,2.01,-0.5,-0.15,0.72
screwdriver,-18.37,77.64,-21.79,0.46,-0.68,0.09
screwdriver,-60.55,176.82,9.16,0.36,-0.93,0.32
screwdriver,-25.02,62.81,21.48,0.8,-0.69,0.47
handdriver,-0.24,61.46,4.09,-0.53,-0.06,0.9
handdriver,-6.53,196.9,9.22,-0.45,0.02,0.4
